count,mean,std,min,25%,50%,75%,max
121.0,9466.084626802178,10813.681005040224,998.4699241401124,3414.678907668926,5188.152927274944,10129.343834673356,57495.80374623118
121.0,2470.2189274668663,2158.673865099274,488.8198602085911,1205.372827137178,1924.1319409976245,2812.014017495762,11038.772768573392
121.0,1225.323946723934,885.8414006815739,259.544069089676,632.9434626592264,956.6575838011164,1552.7240188073465,6471.491013982401
121.0,1741.397414504652,1682.5168216406785,259.02812743337216,854.2621061732343,1352.3044951017944,1984.591136423928,12475.24488163493
121.0,1.6936565253008093,0.9821795191298544,0.2785387105065752,1.0119271632899054,1.4237070544437098,2.233257099717411,5.038880946235419
121.0,12598.806885494474,18447.60456365071,948.702299752166,3284.7092396491307,6510.163097429593,14170.518882175696,155417.63276541763
121.0,2950.9708215336036,3881.747868828818,389.8928170295456,1185.599052391553,2093.2533157984194,3143.544664206157,37246.4833813432
121.0,1371.2523390895299,1280.6701901687989,227.65948111743435,722.9403380101588,1003.6573450356224,1579.3213853655832,8882.226961674216
121.0,1962.2002131461006,2116.3594393900867,376.0652094181058,786.7227827467493,1256.8064027832274,2007.27352867904,12277.508976710373
121.0,1.791447133669603,1.2850102573591726,0.2433402128311706,0.923042786819016,1.3931469878470872,2.194403565082554,8.479911027989939
121.0,7369.281600334914,9002.139305295303,1096.3062327001128,2676.0909752198386,4060.932206447296,7777.020062406284,49751.61583357535
121.0,2388.3643003921466,2852.6376859878583,718.1781418895242,1296.2367763745194,1704.4231391686014,2601.5010663644016,28623.46092790189
121.0,1257.0310297256701,1039.3402072721797,263.51544082486964,653.027723944669,1020.4576362036412,1454.4208597633392,9473.41885126143
121.0,1176.9031881486117,758.187084895872,189.34888362556148,699.2602813416685,956.7158104795398,1397.4774366846584,4736.080789083437
121.0,2.2383649293958117,2.0458355528801304,0.4622389910167583,1.3859579911537112,1.895643897924142,2.6163527380004323,21.9624249970517
121.0,9355.747698691055,11232.453157786973,1346.1303624746515,3222.5604987045463,5282.599957627579,9245.795662055634,68608.5406663118
121.0,2334.8574004056336,1509.0958777770566,647.4281635975395,1418.8718094685714,1949.626952948627,2550.464696495236,10565.116669088782
121.0,1274.7929842038714,736.7132328851604,340.23271854664296,764.5034120206302,1108.8456255433923,1580.1296420493804,4549.575307135775
121.0,1366.0771208921717,945.448089548025,198.72983523765865,806.8613537195238,1114.0870381897105,1531.2758307495112,5994.0984395678215
121.0,2.0517779258357582,1.1524856607059117,0.3600450070331935,1.2826947776099016,1.657926134378387,2.7077261807233466,7.246171512278286
121.0,8128.291626856492,11944.538146604518,1013.4372523323888,2440.272950934514,4262.866672377279,7715.649570087733,96443.28117174844
121.0,2083.3493267458175,1461.703369493657,688.051315731643,1216.9316190835502,1591.2773497130606,2314.796404438314,9730.998436667707
121.0,1598.9843645310618,1459.549385475324,350.581705255326,719.2645718489963,1039.2433669865889,1919.8924301186328,9704.75972394166
121.0,877.5785318985324,519.4359112021203,184.5487702390076,584.4556885107236,719.9487552355009,968.6510286947972,3298.145848065132
121.0,2.5728010717066074,1.487586472550917,0.6706006469849877,1.6387559779122132,2.323785376155804,3.0523529896837798,10.479945487957524
121.0,10540.320245306266,18415.922575933426,1306.5735483565306,2936.9442599059907,4210.771751840944,8893.60079205949,159849.85576363828
121.0,2496.576589889993,2831.413286118935,466.3088824213444,1132.1809134823825,1624.065307068093,2572.601548576207,21042.280653413683
121.0,1722.0648061901422,1624.8917491959735,250.62811674314204,770.4456243516156,1083.464578553792,2319.8061199181525,11273.423874143651
121.0,1058.5021433834067,904.1659207242168,300.5476447763818,592.5004990635638,848.360393547437,1152.8926095289255,7974.497260622316
121.0,2.448158356126286,1.7665714515867381,0.6391996257752615,1.5050054999822209,2.0160794516475407,2.8071832562395183,15.534025556450873
121.0,9428.854573291756,11722.077548936217,1188.7558662340546,3225.1622019858955,5318.87025097442,9433.671457188986,68369.38516957429
121.0,2941.780120496239,4606.062191302623,502.06678651136014,1369.0126704447505,1966.7094327970267,2874.202301893597,44777.83847827569
121.0,1812.6598804054377,2861.433520790307,352.23653046884056,853.8249733753175,1202.353848377973,1774.7125192367266,30324.201444332848
121.0,2170.4734550435546,9731.848021914788,314.6208036289339,752.5824492582872,1008.4558839398404,1387.3467192557866,107507.61945498124
121.0,2.1335788514761864,1.1259876332423553,0.4165085107946827,1.468817791523481,1.8907046256993156,2.4863362068138484,6.835911256826277
121.0,9907.830588536102,13444.288071604755,1289.300513960647,3602.7418930149183,5342.5388467854855,9256.996031573884,108559.59660701582
121.0,2695.4350265351754,3267.6327978898776,696.6717340989057,1401.552924080141,1825.0210480798648,3018.2669423608954,32133.168297009084
121.0,1579.5155732981843,1368.5723362620301,327.6817947013904,827.175789793507,1189.756978294501,1831.5427685569991,10356.053133223744
121.0,1195.4943369850398,1009.4788233878114,259.46689267197,700.6807136731012,931.1161311198769,1362.8154857389268,9338.446326387677
121.0,2.391744625729732,1.3335368185401664,0.6316249371007031,1.5680963677491135,2.028189184994855,2.818414816579748,9.73486399917266
121.0,12390.393282493751,17026.451356018464,1576.7339768668216,4347.787856027665,7149.675570172412,11627.285713889843,125496.61810031108
121.0,3695.2189708594265,2863.129918448226,619.3360527926378,2053.211286034504,2825.03555562854,4068.1935199034137,17233.151183566686
121.0,2086.1273374870066,1764.359000129755,644.8521483798104,1226.7231188733408,1610.1685930321237,2192.315985723737,15944.700311779266
121.0,2406.3309235428974,2669.3262121718867,508.91943253885694,1212.3613483754325,1648.0738134584965,2485.7380917043824,22885.31587703192
121.0,2.001683644450008,1.21597816374078,0.1956791468552121,1.085045968945259,1.740853460031375,2.6918145553432087,6.18133741461229
121.0,11755.667150602983,12355.142171100812,2022.5101571329528,4932.273901052612,7475.546574797211,12970.348301541431,71945.19491170545
121.0,3519.2494724354897,2848.4014576148875,864.6234785335954,1921.3847740598967,2826.9387930479816,4093.428798330889,23290.954665048863
121.0,1972.2249349938647,1904.2390267825658,470.3841447493337,1156.317848889305,1559.6231677922826,2087.389840115836,17158.89221224378
121.0,2567.240016261706,3089.033825382177,552.7143943585464,1344.8317009504285,1778.076545352635,2598.7006643759432,29936.9127160202
121.0,1.7017067403755193,0.9521464057174672,0.1919530291804596,1.055378399112485,1.471258413528635,2.2004977358593103,4.92652129566859
121.0,11802.316331361037,12660.158705607848,1602.503607598926,4129.424615645972,6998.435071294779,13335.213831915593,68372.10841046284
121.0,2502.92684954533,1846.5502332029748,646.7626082250757,1368.403431641938,1932.658738309016,2931.362362135858,13324.162279233533
121.0,1161.5227500992235,666.4876154551037,273.3195116491034,704.7721599220076,921.3940675241264,1453.6886739221206,4145.718874706467
121.0,1471.3679807838712,1075.5787270785713,456.7800210104691,895.096981526001,1146.0307366482398,1523.0319220313174,7309.854917224722
121.0,1.926386138281464,1.019131024646569,0.314603181723841,1.170920348126666,1.7923655546549293,2.4389764333115966,5.185608808995328
121.0,15376.519602672166,19647.8271126099,1026.6466725797598,4388.099501455653,7743.192529469964,19700.35558019615,148029.19704627644
121.0,2847.8185498173098,2706.288787105363,401.3057736710877,1470.2203634996156,2060.0852883723032,3027.91629433684,21414.68686165243
121.0,1171.494214135974,726.9931992922163,315.2009625107973,708.0757628641948,941.4827145637956,1405.83097447337,4593.307586894039
121.0,1408.7601886426808,1029.6605596479997,359.0425742444027,827.2556791063002,1079.8471883526568,1599.9241678275253,6168.689521350869
121.0,2.1548008146856676,1.2313389471108582,0.3129711040765016,1.2344759253001192,1.9401231744320948,2.648006642517266,8.181974241309453
121.0,11236.303490990074,14604.184304345285,855.0331350232086,2904.7723858888835,4925.5489927525205,14451.345185187036,102581.47273134522
121.0,2013.6201492149344,1693.7848911350832,422.8412955669225,1001.8312705700324,1544.8516573050729,2104.969362552252,9238.94884252324
121.0,1055.928201689007,757.275157134504,271.6922562575572,551.2547088723633,795.3732013574793,1295.0200275614138,4566.057913704497
121.0,1070.693568626075,724.6492373752197,266.3594011811371,635.7804946662925,866.4954814592971,1243.1188010066055,4591.176620966382
121.0,2.1818016058420446,1.4651093353213824,0.2170199862083886,1.1614768529722548,1.9013831368043312,2.72261819938171,8.887694475187866
121.0,13253.790390538894,18439.461827409017,1012.1641806899494,3097.145511227259,6429.57891247981,15804.930929328975,119916.59696295991
121.0,2213.951254164627,1873.4890926667963,504.776074257336,1161.209061272816,1633.8619374042698,2444.5550749879885,11196.339804850131
121.0,1091.074602489226,694.8588200336094,329.2731839667794,590.144288479606,844.9093582770654,1403.3451638658014,3802.602540023512
